word1,word2,pos,sv_score,relation,cf_score,include
blush,obey,V,0.33,NONE,1.003602409,1
presume,strain,V,0.83,NONE,0.995046035,1
read,exchange,V,0.91,NONE,0.939966743,1
sew,convince,V,0.5,NONE,0.984613943,1
teach,graduate,V,2.82,NONE,0.76125539,1
hide,swim,V,0.33,NONE,0.934857921,1
acquire,tear,V,0.66,NONE,1.115609063,1
inhale,glide,V,1,NONE,0.835380673,1
leap,struggle,V,0.91,NONE,0.876328009,1
assume,tumble,V,0.5,NONE,0.962517917,1
clench,aid,V,2.16,NONE,1.045361341,1
ask,attempt,V,3.15,NONE,0.670327052,1
graduate,relax,V,0.83,NONE,0.99750219,1
appear,command,V,0.5,NONE,0.885804486,1
drip,adore,V,0.33,NONE,1.011064824,1
glide,please,V,1.49,NONE,1.057576853,1
allow,erode,V,0.66,NONE,0.950093902,1
confess,aggravate,V,1,NONE,0.96355834,1
miss,cook,V,0.17,NONE,0.87837632,1
inquire,pull,V,1,NONE,0.955705296,1
scold,kneel,V,0.83,NONE,0.723533725,1
sow,find,V,0.83,NONE,0.966776381,1
refuse,flex,V,0.17,NONE,1.16269289,1
press,compound,V,6.64,NONE,0.972216263,1
fade,rescue,V,0.83,NONE,0.930939706,1
perish,sob,V,2.49,NONE,0.750638753,1
remind,graduate,V,0.17,NONE,0.965665604,1
educate,pray,V,0.33,NONE,0.910973599,1
lower,bumble,V,0.33,NONE,1.049013291,1
hop,gamble,V,0.83,NONE,0.956984576,1
remember,gain,V,1.33,NONE,0.989052368,1
mean,ascend,V,1.99,NONE,0.992922777,1
drip,urge,V,1.16,NONE,0.973714613,1
stink,define,V,1,NONE,1.091908725,1
kill,foil,V,1.16,NONE,0.828111361,1
stumble,freeze,V,0.83,NONE,0.849738519,1
appear,blush,V,2.16,NONE,0.960526144,1
carry,guess,V,1.33,NONE,0.83302016,1
read,bite,V,0.17,NONE,0.856233432,1
gamble,hug,V,0.83,NONE,0.913483365,1
gain,operate,V,1.16,NONE,0.88350102,1
breathe,slice,V,0.66,NONE,1.008947342,1
weave,guess,V,1.66,NONE,0.887881115,1
shrink,snore,V,0,NONE,0.821978613,1
hang,complain,V,1,NONE,0.842746042,1
yield,aid,V,2.99,NONE,0.92040184,1
wipe,lead,V,0.17,NONE,0.996457155,1
accumulate,toss,V,1.49,NONE,0.889725735,1
evaluate,sway,V,1,NONE,0.855149397,1
despise,charge,V,0.66,NONE,0.902228868,1
bake,understand,V,0.66,NONE,0.958200647,1
beg,spread,V,0.5,NONE,0.903569007,1
tie,scratch,V,0.83,NONE,0.935060528,1
lend,sting,V,0,NONE,0.999018926,1
hope,design,V,0.83,NONE,0.851284351,1
amaze,separate,V,0.83,NONE,1.044748565,1
suspect,turn,V,1.16,NONE,0.97164908,1
speak,deny,V,1.66,NONE,0.894525133,1
fling,diminish,V,0.83,NONE,1.060444387,1
shut,find,V,0.83,NONE,0.84074436,1
drift,slurp,V,1.33,NONE,0.844703817,1
marry,adjourn,V,1.49,NONE,0.935223263,1
convince,slither,V,1.33,NONE,0.939231129,1
smoke,forgive,V,0.33,NONE,1.035078765,1
fly,cuddle,V,0.33,NONE,0.902437234,1
drench,reduce,V,1,NONE,1.002834935,1
admire,hop,V,0.83,NONE,0.969797437,1
shoot,inspect,V,0.17,NONE,1.009946214,1
prohibit,hide,V,1.99,NONE,0.839593893,1
bleach,acknowledge,V,0.3,NONE,1.017176099,1
discourage,finish,V,0.5,NONE,0.945518465,1
collect,please,V,0.5,NONE,0.926577969,1
move,humiliate,V,0.33,NONE,1.050036851,1
prohibit,glare,V,0.66,NONE,0.980512401,1
update,tear,V,0.5,NONE,1.049158564,1
drink,raise,V,0.66,NONE,1.009800032,1
swoon,reply,V,1.16,NONE,0.950825038,1
drive,breed,V,0,NONE,0.951353352,1
print,ignore,V,0.33,NONE,1.04704549,1
polish,inform,V,0.5,NONE,0.992095586,1
attend,argue,V,1.16,NONE,0.767138118,1
mix,buy,V,0.83,NONE,0.97613866,1
flush,suppose,V,1,NONE,0.931310435,1
visit,giggle,V,0,NONE,1.054670981,1
guess,prepare,V,1.83,NONE,0.882194451,1
aid,announce,V,0.83,NONE,0.997228124,1
wrap,swap,V,0.17,NONE,0.832010759,1
buzz,sew,V,0.66,NONE,0.954229724,1
cry,cheat,V,0.17,NONE,1.007787275,1
pinch,drive,V,0.17,NONE,0.903154793,1
skip,dislike,V,0.83,NONE,0.931364539,1
mow,dare,V,1.16,NONE,0.786295745,1
explain,mow,V,0.15,NONE,1.028267833,1
obey,permit,V,1.33,NONE,0.968526477,1
enter,kick,V,0.33,NONE,0.930865397,1
demand,suck,V,0.33,NONE,0.915334417,1
replace,explain,V,0.33,NONE,0.942369136,1
lounge,freeze,V,0.5,NONE,1.01366718,1
inhale,feed,V,1.66,NONE,0.861429237,1
crunch,permit,V,0.66,NONE,1.071705147,1
disappear,earn,V,0.5,NONE,0.952485847,1
say,poise,V,3.15,NONE,0.972912186,1
deteriorate,wipe,V,0.83,NONE,0.920576014,1
prick,splash,V,1.49,NONE,0.871098404,1
spray,attempt,V,0.66,NONE,1.053008109,1
fold,request,V,0.66,NONE,1.138093655,1
release,diminish,V,1.83,NONE,0.908303752,1
haunt,define,V,0.83,NONE,1.041959695,1
clarify,worry,V,0.33,NONE,0.972655438,1
defeat,trim,V,0.66,NONE,0.948254455,1
wander,change,V,1.16,NONE,0.942123485,1
rebel,seek,V,1.49,NONE,0.894905296,1
avoid,spray,V,0.83,NONE,0.898415012,1
correct,disintegrate,V,0,NONE,1.064974977,1
disbelieve,travel,V,0.17,NONE,1.093896165,1
boom,obtain,V,0.17,NONE,0.844106875,1
listen,seek,V,2.82,NONE,0.666235494,1
refuse,slide,V,0.45,NONE,0.945647276,1
foil,strain,V,2.66,NONE,0.934853149,1
fold,inform,V,1,NONE,1.165506976,1
print,rip,V,0.66,NONE,0.915130377,1
hear,pretend,V,0.33,NONE,0.684018312,1
embrace,make,V,2.49,NONE,0.716970633,1
announce,crush,V,0.66,NONE,0.994539418,1
educate,barter,V,1.33,NONE,1.047560245,1
fit,integrate,V,4.81,NONE,0.86130402,1
enjoy,start,V,0.5,NONE,0.918792929,1
squeeze,dash,V,1.16,NONE,0.885780292,1
lead,confuse,V,0.66,NONE,0.953163747,1
fail,rely,V,1,NONE,0.779439816,1
nag,roam,V,0.33,NONE,0.793033335,1
smell,remove,V,1,NONE,0.958373485,1
upset,deteriorate,V,2.66,NONE,0.759447065,1
set,swim,V,0.5,NONE,1.016051685,1
attack,disgust,V,0.5,NONE,0.910897461,1
return,clarify,V,0.66,NONE,0.968401698,1
depend,forbid,V,1.66,NONE,1.016848074,1
throw,adjourn,V,1.49,NONE,0.901909004,1
chase,giggle,V,0.66,NONE,0.955288891,1
taste,rearrange,V,0.5,NONE,1.057472032,1
integrate,erode,V,0.83,NONE,1.006293855,1
roam,draw,V,0.5,NONE,0.822616855,1
awake,kneel,V,0.5,NONE,0.802680011,1
develop,search,V,3.65,NONE,0.935395891,1
erupt,write,V,1,NONE,1.022819368,1
grasp,deposit,V,0.17,NONE,0.998282,1
despise,prove,V,1,NONE,1.043240759,1
calculate,sneak,V,1.16,NONE,1.011017044,1
offend,loosen,V,0.5,NONE,0.866331946,1
solve,lend,V,1.66,NONE,0.863286022,1
flip,scribble,V,1.16,NONE,0.742044183,1
swallow,rip,V,0.83,NONE,0.909583569,1
guess,jump,V,0.83,NONE,0.896212573,1
excel,loosen,V,1.49,NONE,1.069373294,1
tap,abduct,V,0.5,NONE,0.921825027,1
dare,acknowledge,V,1.99,NONE,0.746613575,1
interrupt,push,V,1.66,NONE,0.998643281,1
choke,succeed,V,0,NONE,0.911875912,1
cook,lose,V,1.16,NONE,0.948440581,1
wait,decay,V,1.33,NONE,0.98807282,1
squeak,guess,V,0.66,NONE,0.970555794,1
tie,become,V,0.83,NONE,0.877280192,1
dare,reap,V,3.32,NONE,0.859421595,1
laugh,try,V,1.66,NONE,0.919993364,1
survive,heal,V,3.82,NONE,0.981554851,1
appear,evacuate,V,1.16,NONE,1.076453649,1
annihilate,flee,V,0.17,NONE,0.760426734,1
recruit,stretch,V,1.33,NONE,0.985581876,1
recall,wake,V,2.32,NONE,0.821059737,1
admit,chew,V,0.66,NONE,0.927701568,1
notify,pluck,V,1,NONE,1.000498217,1
compete,triumph,V,2.32,NONE,0.792332934,1
bend,decide,V,0.33,NONE,1.062259775,1
erode,doubt,V,0.83,NONE,0.902503891,1
blur,rush,V,2.49,NONE,0.868095215,1
survive,flush,V,0,NONE,1.061074929,1
dissolve,adore,V,0,NONE,1.072018082,1
attend,lift,V,0.5,NONE,0.94892986,1
realize,inquire,V,1.99,NONE,0.969360859,1
hope,drive,V,1.16,NONE,0.880637451,1
travel,determine,V,0.5,NONE,1.035862426,1
angle,toss,V,1.66,NONE,0.922287761,1
wait,disprove,V,0.66,NONE,0.952061595,1
dip,want,V,0.17,NONE,0.915551041,1
hop,knit,V,1.33,NONE,0.961853747,1
integrate,gather,V,3.65,NONE,1.017548061,1
reserve,reel,V,1,NONE,1.062127599,1
gain,croak,V,1,NONE,1.081618353,1
lower,walk,V,0.83,NONE,0.97371571,1
walk,refuse,V,0.83,NONE,1.067992064,1
dip,teach,V,0.17,NONE,0.990276055,1
humiliate,comfort,V,0,NONE,0.926953688,1
hesitate,announce,V,0.5,NONE,0.958454462,1
pour,awake,V,0.33,NONE,0.933272456,1
hug,discuss,V,0.17,NONE,0.860861277,1
kill,splash,V,0.66,NONE,0.876312006,1
perspire,enter,V,0.33,NONE,0.946333456,1
drown,survive,V,0.83,NONE,0.939092069,1
kneel,flow,V,0.66,NONE,1.060151669,1
sprinkle,obtain,V,0.17,NONE,0.924542417,1
swear,foil,V,0.5,NONE,0.954889416,1
allow,blend,V,1.49,NONE,1.009796765,1
grill,leap,V,0.5,NONE,1.030725912,1
create,dive,V,0,NONE,1.0188872,1
damn,imitate,V,0.83,NONE,1.047679891,1
attempt,yawn,V,0.33,NONE,0.923276977,1
understand,burst,V,1.83,NONE,1.02612761,1
break,reply,V,0.83,NONE,0.96657912,1
look,heal,V,0.5,NONE,0.923190184,1
sing,float,V,0.66,NONE,1.018973119,1
shove,scribble,V,0.66,NONE,0.781535323,1
suppose,degrade,V,0.66,NONE,0.909490401,1
correct,acknowledge,V,2.82,NONE,0.862304834,1
determine,deny,V,0.66,NONE,1.021681973,1
forbid,drown,V,0.17,NONE,1.023165463,1
flee,aim,V,0.33,NONE,0.934952254,1
discover,pay,V,0.5,NONE,0.985115625,1
shake,collect,V,0.3,NONE,0.985197976,1
salute,perform,V,1.66,NONE,0.85184443,1
bound,pick,V,1,NONE,0.877132914,1
vomit,discover,V,0,NONE,0.976234988,1
worry,integrate,V,1.16,NONE,1.027371251,1
save,imitate,V,1.33,NONE,0.974254815,1
launch,deposit,V,2.49,NONE,0.944729756,1
bake,produce,V,5.48,NONE,0.921725762,1
release,triumph,V,1.99,NONE,0.904638139,1
enjoy,wait,V,0.5,NONE,0.769531412,1
regret,fold,V,0.33,NONE,1.048147604,1
integrate,drown,V,0.33,NONE,0.988000712,1
shove,leap,V,1.06,NONE,0.784308283,1
lounge,reprimand,V,0.83,NONE,1.065678066,1
finish,bless,V,1.83,NONE,1.008519957,1
examine,reject,V,0.83,NONE,0.929629744,1
please,know,V,1.83,NONE,0.873139192,1
deteriorate,delay,V,0.66,NONE,0.906443052,1
stay,flee,V,1.16,NONE,0.871430448,1
complain,disown,V,0.66,NONE,0.820637026,1
judge,comprehend,V,2.49,NONE,0.939354631,1
portray,reap,V,0.17,NONE,0.91390125,1
separate,snatch,V,1.66,NONE,0.994348168,1
flow,explain,V,2.16,NONE,0.967771988,1
engage,supply,V,0.66,NONE,0.918395971,1
cruise,overflow,V,1.49,NONE,0.875050808,1
shut,vomit,V,0,NONE,1.025200665,1
promise,choose,V,1.49,NONE,0.873642604,1
scratch,repair,V,0.5,NONE,0.968926956,1
yearn,hike,V,0.66,NONE,0.812398146,1
hurt,salute,V,0,NONE,1.040076821,1
blame,travel,V,0,NONE,1.035287458,1
comprehend,remain,V,0.17,NONE,0.99214701,1
despise,taste,V,0.5,NONE,0.878334442,1
live,lend,V,0.83,NONE,0.937893785,1
freeze,embarrass,V,0.5,NONE,1.06432441,1
snooze,happen,V,0,NONE,0.973091914,1
slip,kiss,V,1.33,NONE,0.911929607,1
snuggle,knock,V,0.83,NONE,0.877234678,1
dislike,intoxicate,V,1.51,NONE,1.01361415,1
reap,recycle,V,0.91,NONE,0.79736142,1
stare,bother,V,1.99,NONE,0.640607202,1
repeat,slap,V,0.33,NONE,0.956671075,1
scribble,prick,V,0.5,NONE,0.942737896,1
belong,intoxicate,V,0.33,NONE,1.019829537,1
discourage,overflow,V,0.33,NONE,0.817652373,1
haul,stab,V,0.33,NONE,0.889296231,1
separate,teach,V,0.83,NONE,0.925125878,1
snatch,stop,V,0.5,NONE,0.924318814,1
inquire,renounce,V,1.16,NONE,0.951133034,1
agree,overflow,V,0.66,NONE,1.101027154,1
ride,smash,V,0.17,NONE,0.875983387,1
repress,search,V,0.83,NONE,0.910094482,1
mistreat,hold,V,1.16,NONE,0.957234582,1
connect,talk,V,3.65,NONE,0.880595654,1
purchase,wait,V,0.83,NONE,0.910090967,1
push,adjourn,V,1.33,NONE,1.081721655,1
sew,crave,V,0.5,NONE,0.912411309,1
develop,sue,V,1.33,NONE,0.979015283,1
speak,tote,V,0.33,NONE,1.016451165,1
supply,hold,V,2.16,NONE,0.996379144,1
hesitate,rebel,V,0.83,NONE,0.905796797,1
overwhelm,restore,V,0.33,NONE,0.934187267,1
mistreat,scramble,V,1.99,NONE,0.999044924,1
practice,debate,V,1.49,NONE,0.883004133,1
look,assault,V,0.66,NONE,0.96481889,1
doze,throw,V,0.15,NONE,0.887454936,1
mean,join,V,1,NONE,0.847981105,1
grasp,spray,V,1,NONE,1.001586297,1
weep,notify,V,0.33,NONE,1.012363558,1
calculate,concentrate,V,3.65,NONE,0.975258001,1
operate,entertain,V,1.33,NONE,0.898363843,1
unite,guess,V,0.17,NONE,0.973573636,1
update,pick,V,1.83,NONE,0.985236657,1
travel,perform,V,0.33,NONE,0.947279831,1
catch,frustrate,V,0.83,NONE,0.942511026,1
assault,enrage,V,1.33,NONE,0.760917852,1
deposit,prosecute,V,0.83,NONE,0.96773561,1
decide,remove,V,1.33,NONE,0.86281757,1
irritate,guess,V,0.5,NONE,0.797847106,1
integrate,wiggle,V,0.5,NONE,0.914823324,1
happen,hide,V,1.16,NONE,0.988831853,1
overcome,keep,V,1.49,NONE,0.973498849,1
evacuate,determine,V,0.83,NONE,0.943603297,1
attract,bite,V,0.5,NONE,0.785128411,1
forbid,pull,V,1.83,NONE,0.953393601,1
magnify,drip,V,0.33,NONE,0.847204227,1
comprehend,testify,V,1.06,NONE,0.8639794,1
return,ridicule,V,0.5,NONE,1.010286188,1
overflow,kiss,V,0.33,NONE,0.886575442,1
bite,ask,V,0.17,NONE,0.909408149,1
observe,vanish,V,0.5,NONE,0.929914146,1
review,agree,V,1.66,NONE,0.979201399,1
mix,learn,V,0.66,NONE,0.967477602,1
drink,realize,V,1.66,NONE,0.976919207,1
criticize,slice,V,1.66,NONE,0.975965903,1
hug,dismay,V,0.33,NONE,0.89431417,1
discover,count,V,1.16,NONE,0.96199938,1
have,own,V,7.55,SYNONYMS,0.670336334,1
own,possess,V,8.8,SYNONYMS,0.300692281,1
have,possess,V,8.63,HYPER/HYPONYMS,0.316334302,1
possess,decorate,V,0.66,NONE,0.89147579,1
register,verify,V,3.15,NONE,0.810541476,1
verify,certify,V,8.3,NONE,0.578431833,1
imitate,impersonate,V,8.47,HYPER/HYPONYMS,0.195779084,1
capture,imitate,V,0.83,NONE,0.864899343,1
invite,encourage,V,4.15,NONE,0.480235816,1
encourage,boost,V,7.14,SYNONYMS,0.268224966,1
promote,advance,V,6.97,SYNONYMS,0.40748206,1
invite,travel,V,1,NONE,0.911671848,1
pass,serve,V,3.49,HYPER/HYPONYMS,1.002630643,1
serve,sing,V,1.33,NONE,0.92171575,1
apply,use,V,6.64,SYNONYMS,0.5516452,1
exploit,use,V,7.14,HYPER/HYPONYMS,0.242742021,1
apply,exploit,V,0.66,HYPER/HYPONYMS,0.724767917,1
return,apply,V,1.49,NONE,0.892761932,1
avoid,invalidate,V,2.16,SYNONYMS,0.745153862,1
nullify,avoid,V,1.83,SYNONYMS,0.718327971,1
invalidate,nullify,V,7.3,SYNONYMS,0.006905908,1
avoid,demolish,V,1.83,NONE,0.851840097,1
engage,involve,V,8.3,HYPER/HYPONYMS,0.319797527,1
involve,include,V,8.13,HYPER/HYPONYMS,0.279592408,1
include,engage,V,6.14,NONE,0.667920573,1
involve,speak,V,3.32,NONE,0.771399536,1
spawn,pup,V,2.99,NONE,0.77627605,1
spawn,litter,V,2.99,NONE,0.899631213,1
pup,litter,V,3.65,NONE,0.856096289,1
spawn,exploit,V,0.33,NONE,0.912957849,1
overcome,exceed,V,4.65,HYPER/HYPONYMS,0.286272365,1
overcome,surpass,V,7.47,HYPER/HYPONYMS,0.352084986,1
surpass,outnumber,V,6.31,NONE,0.314665092,1
exceed,whisper,V,0.5,NONE,0.995433849,1
count,matter,V,4.15,SYNONYMS,0.98532714,1
count,drive,V,1.33,NONE,0.982979822,1
assume,adopt,V,4.32,SYNONYMS,0.344888647,1
adopt,wash,V,1.83,NONE,1.011824881,1
gamble,bet,V,9.13,HYPER/HYPONYMS,0.178395413,1
gamble,risk,V,8.3,COHYPONYMS,0.622419793,1
bet,risk,V,7.64,NONE,0.806858583,1
bet,hug,V,0.83,NONE,0.874588753,1
yield,submit,V,6.64,HYPER/HYPONYMS,0.715584615,1
submit,bow,V,4.48,SYNONYMS,1.084844675,1
yield,capitulate,V,5.81,HYPER/HYPONYMS,0.847052603,1
bow,erupt,V,1.16,NONE,0.993794399,1
incline,dispose,V,1.49,SYNONYMS,0.938607779,1
dispose,bias,V,0.5,NONE,0.919617285,1
bias,incline,V,3.65,NONE,0.657084359,1
dispose,build,V,0.17,NONE,0.932468041,1
tackle,handle,V,3.82,NONE,0.411059175,1
face,approach,V,5.64,HYPER/HYPONYMS,0.79328472,1
handle,approach,V,2.82,NONE,0.900690476,1
approach,promise,V,1.16,NONE,0.854545804,1
secure,insure,V,5.15,SYNONYMS,0.230410207,1
insure,ensure,V,1.83,SYNONYMS,0.092975987,1
ensure,secure,V,4.07,SYNONYMS,0.165701994,1
secure,survive,V,2.32,NONE,0.895141472,1
release,discharge,V,6.64,HYPER/HYPONYMS,0.614055032,1
release,acquit,V,5.98,NONE,0.798543954,1
discharge,free,V,5.98,SYNONYMS,0.875150702,1
discharge,roam,V,1.83,NONE,0.938596657,1
retire,retreat,V,4.48,SYNONYMS,0.198140858,1
retire,withdraw,V,6.81,SYNONYMS,0.289405346,1
withdraw,retreat,V,7.39,SYNONYMS,0.314639693,1
retire,fail,V,1.49,NONE,0.859405363,1
deal,cope,V,7.47,SYNONYMS,0.246590364,1
cope,manage,V,7.14,SYNONYMS,0.637640778,1
deal,manage,V,6.14,SYNONYMS,0.605612313,1
manage,slide,V,1.66,NONE,1.044402747,1
care,worry,V,6.31,SYNONYMS,0.806107185,1
care,mind,V,4.81,HYPER/HYPONYMS,0.825865137,1
mind,worry,V,4.15,HYPER/HYPONYMS,0.741525141,1
care,remain,V,1,NONE,0.871623817,1
bargain,settle,V,4.38,NONE,0.761278426,1
settle,concur,V,3.15,HYPER/HYPONYMS,0.765965378,1
bargain,concur,V,2.82,NONE,0.625345398,1
settle,testify,V,2.16,NONE,1.076243642,1
attempt,intend,V,3.32,NONE,0.600709086,1
intend,try,V,4.07,NONE,0.660825594,1
intend,remind,V,0.83,NONE,0.87727896,1
commit,dedicate,V,7.97,SYNONYMS,0.575155131,1
commit,devote,V,7.3,SYNONYMS,0.379924855,1
devote,dedicate,V,7.97,SYNONYMS,0.071949481,1
commit,explode,V,0,NONE,1.013924371,1
reduce,restrict,V,6.97,HYPER/HYPONYMS,0.448906176,1
restrict,limit,V,9.13,SYNONYMS,0.066128306,1
limit,reduce,V,6.14,HYPER/HYPONYMS,0.532101498,1
restrict,dance,V,1,NONE,1.111313736,1
work,participate,V,5.64,NONE,0.697261412,1
work,collaborate,V,4.98,HYPER/HYPONYMS,0.082347328,1
cooperate,collaborate,V,7.47,SYNONYMS,0.015458282,1
work,disappear,V,0.33,NONE,1.043760764,1
refrain,abstain,V,8.8,HYPER/HYPONYMS,0.135824513,1
abstain,forbear,V,5.48,HYPER/HYPONYMS,0.123156271,1
refrain,forbear,V,5.98,HYPER/HYPONYMS,0.239109305,1
abstain,fade,V,2.66,NONE,0.837081526,1
allow,approve,V,5.81,HYPER/HYPONYMS,0.526499346,1
permit,approve,V,6.97,HYPER/HYPONYMS,0.553647411,1
approve,change,V,1,NONE,0.837718138,1
control,enforce,V,5.64,NONE,0.805881379,1
control,impose,V,4.65,NONE,0.812133044,1
enforce,impose,V,6.64,SYNONYMS,0.338817516,1
impose,cheat,V,1.16,NONE,0.999821805,1
rebel,protest,V,7.64,HYPER/HYPONYMS,0.827637309,1
collaborate,conspire,V,4.23,NONE,0.763990498,1
conspire,protest,V,1.83,NONE,0.930192733,1
protest,release,V,1.16,NONE,0.935610933,1
